paragraph,tag
"The writers of 'Joining the Colours' and 'The Send Off' both use poetry to express their feelings about soldiers leaving for war. Each have similar attitudes about the subject, but use different approaches to try and get their message across. Both question the popular concept of war, including ideas such as heroism and glory. Katherine Hinkson, the poet who wrote 'Joining the Colours', shows the scene from two different perspectives, that of the audience watching the soldiers and also her own point of view. Wilfred Owen simply shares his thoughts by describing the soldiers leaving from a station, although the effect is no less powerful. As Hinkson is a woman, she focuses more on a mother or wives point of view, whereas Owen gives more of the soldiers perspective. The structure of each poem helps to add to the mood. In 'Joining the Colours', the rhythm is lively and regular. The rhyme scheme is also very simple and consistent, following an ABAB scheme. The constant rhythm and regularity of the verses gives the effect of soldiers marching. This is ironic, as although the scene is a jolly one, the rhythm contrasts with the poets feelings of sadness and despair. The rhyme scheme in 'The Send Off' is also very regular, although the lines vary in length and the verses are split into two and three lines. Owen also uses enjambment, which makes the poem feel disjointed and irregular. This shows that although the process of sending the soldiers off is very organized, the underlying feelings of the men are that of uncertainty and false courage. Both poems use short lines at the end of each stanza. This brings attention to these lines, and they are often the lines intended to be thought provoking. ",comparative
"chooling is a very important aspect in our lives and one must go through many steps to gain a higher education. Two of these steps are high school and college. Although high school and college students aim for the same goal, which is acquiring an education and graduating, the demands, expectations, and social atmosphere extremely contrast. There are many demands placed upon high school students. For example, high school students are obligated, or rather forced by law to attend school until the age of eighteen and they are required to do and turn in their homework. Even if you fail a class, students are required to take that class over until they pass; students have no choice, they must do the work or go to summer school. They are required to be a full time student, which means they have to take the necessary classes each semester, which usually consists of six to eight classes. However, there are few demands in college. The number one demand in college is that a student must pay their tuition on time. College students possess the right to decide if they want to show up for class or not. They can fail a class and not make it up and they do not have to turn in their homework if they do not feel like it. There is no law stating that a college student must attend class, be a full time student, turn in homework and pass each class. To a college student, the demand of attaining a higher education or graduating is completely up to that person. Expectations are another difference between high school and college. Students are expected by society to graduate from high school, therefore stripping the need for knowledge and replacing it with a need for a diploma. In high school, one is expected to show up on time and is punished if they do not. Some high schools have a room called sweep, or something of that matter, for students that are unable to make it on time and are forced to sit in a chair and stare at a wall. Nevertheless, college expectations are not as strict. In college, students are not expected to graduate, but instead are projected to educate and better themselves with or without a diploma. The reward is a career, and doing what they desire in life. Distractions such as friends can have a major impact on a high school student’s ability to concentrate.",comparative
"Mankind can be conceived in interesting ways by analyzing the writings of John Smith and John Winthrop.  As I read through John Smith‘s “A Description of New England” and John Winthrop’s “A Model of Christian Charity,” it became evident to me that the two readings had similar and different viewpoints of the essential nature of man.  Throughout my paper, I will compare their similar beliefs of community and diversity of people and completely contrast their ideas of emphasis on religion and relationships with enemies. Both authors stress a sense of community and diversity in order to survive in America.  Smith could not think of anything to “be more pleasant, than planting and building a foundation for his posterity, got from the rude earth, by God’s blessing and his own industry, without prejudice to any” (Smith 114).  This proves Smith believes everyone in the community should join together without showing any type of discrimination.  Likewise, Winthrop declares we must have “before our eyes commission and community in the work, our community as members of the same body” (Winthrop 225).  He basically wants the settlers to live and share their wealth as one joined community.  Smith and Winthrop also agree that diversity needs to exist in each community.  “Carpenters, masons, fishers, fowlers, gardeners, husbandmen, sawyers, smiths, spinsters, tailors, weavers, and such like” are the variety of men Smith found in America (Smith 117).  All of these types of men contribute a part of their lives to their community.  ",comparative
"The two most popular methods to lose weight are the low carbohydrate diets and the low fat diets. Both are in complete contrast when it comes to each diet’s food choices, the low carbohydrate diet which completely breaks the food pyramid limits a person to eating foods that are high in carbohydrates, such as bread, pasta and rice, while on the other hand, the low fat diet which follow the food pyramid limits a person to eat foods that are high in fat like meat, milk, and bean groups. Although each diet may sound very different from one another, they also share similarities. Both the low carbohydrate diet and the low fat diet claim that each is a good tool for weight loss. Even though their process in achieving weight loss and good health are in complete contrast; researchers found that each of the diets accomplish the same results. Starting with each diet’s idea, low fat diets state that fat is bad for the body they also address that not all fats are dangerous. Low fat dieters actually admit that some fats are needed to stay healthy. The low fat diet does not restrict a person from foods that contain fat. In an online article Choose a Diet low in Fat, Saturated Fat andCholesterol, it was stated that “Fats supply energy and essential fatty acids and promote absorption of the fat-soluble vitamins A, D, E, and K”. In contrast with the “good fat”, there is also a negative, which is the “bad fat”. Saturated fat, which is considered the “bad fat”, has been linked to high cholesterol and heart disease. It is mostly found in milk and other milk products. Therefore, the low fat diet encourages its participants to reduce saturated fat for it is the main cause of high cholesterol level. On the other hand, even though low carbohydrate diets do not state thatcarbohydrates are bad; they do state that it causes weight gain; this idea gives most Americans that it is bad because it causes a person to gain weight. When a person eats foods that are high in carbohydrates the body produces more insulin, which causes the body to quickly change food into body fat.",comparative
"The words kami in Japanese and shen in Chinese both are translated into English as the word god. Although they both refer to somewhat similar supernatural elements, they are by no means identical to each other. Chinese shen is an abstract term referring to spirits and relating to abstract thoughts such as the heavens and the afterlife. In contrast, kami are very often related directly to a person or actual object and are worshiped in a hope for more day-to-day help or this worldly benefits. In order to help explain the relationship between kami and shen, I will first explore the similarities between the two terms, then discuss the unique characteristics which define both shen and kami. Motori Norinaga, an eighteenth century Japanese intellectual, said that the meanings of shen and kami ""coincide seventy or eight per cent of cases… Ever since ancient times, their meanings have both been expressed in a single character… with no difference being paid to the difference between the two"" (qtd. in Xiaolin 1). When the Japanese first borrowed the Chinese writing system to use as their own, they used the Chinese character for shen to express both kami and shin (another Japanese word for spirits, more closely associated with shen.) In all of the Chinese texts that the Japanese imported, shen was translated as either kami or shin, using kami when the spirit was well defined and shin when it was more of an abstract thought. It was not until the Japanese later differentiated their writing from Chinese that the characters for shen and kami became different. The non-differentiation between the two words helps to show their close similarity to each other. ",comparative
"Although both Malena and Requiem for a Dream were released in the year 2000, they are very different films. There are multiple reasons why either film would be chosen over the other including storyline, affect on the viewer, actors/actresses, and the taste the viewer has with certain movies. Another aspect of the decision is the amount of themes a movie has and their importance. The more themes a movie forms the more a person can learn from sitting down and watching a movie. Malena is a romantic film about courage, lust, and cherishment. Requiem for a Dream is a completely different movie because it tells a story of four people's lives ruined and dreams destroyed because of an addiction to certain drugs. I believe that Malena was much better of a movie because it had a lot more to offer embracing its multiple genres, great performance without movie stars, and real life story convey perfectly. Requiem for a Dream is a great film that tells the story of four individuals that ruin their lives because of their addiction to drugs. Although the situations of how they become addicted were different, it showed the variety of ways addiction is caused and how it affects people's lives. I liked how this movie showed what addicts really go through when they're on drugs and what they do to get them once they're addicted. This movie takes the viewer to a different world, where people with great aspirations still come out on the bottom just because of drugs. We see this in horrible scenes where Marion uses sex to get drugs, which I believe is the ultimate low for a woman. We also see this in an extreme scene when Harry sticks the needle of heroine into his horribly rotten forearm because he is so addicted. Another time is when Sara, Harry's mother, starts taking diet pills that are really the drug speed, and then starts taking larger amounts until she experiences her last high and doesn't come back from it. I will never understand why drug addicts put themselves through so much. It really opens the minds of the viewers on what really goes on in the drug world and probably scares most people out of their casual drug use because of the horrors they see in this movie. Another thing I liked about this movie is that it used many known actors and actresses. ",comparative
"“The Day After Tomorrow” and “Outbreak” both raise important concerns regarding the world that we live in. The first movie seems to serve mainly as a warning that as a people of this planet we need to do everything in our power to stop destroying our world. “Outbreak” demonstrates the vulnerability of the United States and for that matter all nations of the world in dealing with large epidemics. Though both movies raise legitimate concerns they also both are quite sensationalized in order spice it up for moviegoers. The most effective movie in providing a wake up call for humanity is totally debatable and is entirely dependent on the eye of the beholder. In “The Day After Tomorrow” a climatologist’s warning of the possibility of massive cataclysmic climate changes caused by global warming go unheeded. His predictions of the consequences of such actions just so happen to occur sooner than anyone had ever expected. This movie served as the ultimate example what could happen if as a world community we do not clean up our acts. Continued consumption of nonrenewable resources, increased carbon dioxide emissions and further depletion of the Ozone layer could though most likely not on the scale illustrated occur in one form or another. ",comparative
"William Bennett, editor of The Book of Virtues and co-director of Empower America, responded to an article that Andrew Sullivan had written supporting gay marriage in America. Bennett started out by first issuing two key points as to what divides the proponents and opponents of same-sex marriages. The two articles are derived from Sibylle Gruber’s Constructing Others: Constructing Ourselves edition. Bennett notions that legalizing same-sex marriage would weaken the meaning of it and outlines what the basic concept of marriage is. Throughout the article Bennett argues why same-sex marriage should not be legalized by moving from religion to the traditional concept of marriage between men and women, which he claims has a 4,000 year old history. Bennett argues that if gay marriage was allowed, it would bring about change to the traditional way of thinking for today’s youth. He also argues that simple, everyday human habits would also be changed to the extent of including social institutions (27). First of all viewing Sullivan’s perspective, he questions the definition of marriage by approaching the question as to why gay men and women in America are not accepted as everyone else. He writes that the definition of marriage changes dramatically due to the changes that America has undergone since the formation of this country. He also mentions that marriage has merely been a legal agreement between men and women, seeing women as property. Sullivan also notes that marriage was later recognized as matrimony between individuals of the same ethnicity, and the definition of marriage has changed throughout history.",comparative
"Last August, as a high school senior, I made a big transition in my life. Not only did I pack up my things and move to another city, I moved with the intention of acquiring higher education. I made the next step in my life by beginning college. High school life as I knew it was over, and my life would be new and different upon my arrival at school. My room, schedule, motivation, school life, money availability and parental influence has changed greatly. A major transition to make was that of adjusting to living in a dorm with a roommate. In high school, my room was decorated and filled with things from my life. The furniture arrangement and room size left plenty of extra room. I had a queen-sized bed as well as a large vanity with a full mirror. The other furniture in my room held trinkets and picture frames. My room had plush carpet and two big windows with curtains. It was not necessary to lock my bedroom door as I left. To be alone, all I had to do was retreat to my bedroom and turn up my favorite song. College rooms differ greatly from this description. One half of my dorm is full of things to which I cannot relate. Furniture lines the walls of the room and the small rectangle of space in the middle provides room for walking. My bed is twin-sized and is almost six feet in the air. The remainder of my furniture is tucked beneath my bed and holds many books and a few framed pictures of friends. The carpet is thin and puckered in certain spots. Leaving the door unlocked is not safe because of amount of people who bypass it daily. My window is thin and tall, commonly referred to as “suicide-proof” because it is not big enough for a person to fit through. The curtain rod holding the small fabric cut to be our curtain falls almost daily. I seldom enter the room when my roommate is not there. When I’m tired, she usually is watching television or is talking loudly on the phone. When I’m in the mood for television or listening to music, she is often asleep. ",comparative
"In this essay you will notice the differences and similarities between ‘The Charge of the Light Brigade’ and ‘Dulce Et Decorum Est’. ‘The Charge of the Light Brigade’ was written in nineteenth century by Alfred Lord Tennyson. In contrast, ‘Dulce Et Decorum Est’ was written in the twentieth century by Wilfred Owen. The main similarity we have observed is that they both capture war time experiences. However, the poets’ present these events using their own style, and the effect is two completely different observations of war. The themes of the two poems are portrayed in very distinctive ways. ‘The Charge of the Light Brigade’ explains in a majestic approach, that fighting in war is something every soldier should honour. The poem is also about the loyalty of the soldiers, not the bad luck or foolishness of men. Tennyson presents this in his poem to show the bravery of the soldiers, although, he only highlights on the benefits of war. Honour the charge they made, (‘The Charge of the Light Brigade’, line 51, Tennyson). This quote suggests that Tennyson’s poem glorifies the war, celebrating the sacrifice they had made for their country. By glorifying the Brigade, Tennyson has ignored the obscurity and massacre of the war; this is shown by the loyalty that the soldiers have for their country. The commitment of war in ‘The Charge of the Light Brigade’ is only shown because Tennyson's looking at war from afar .We can see this because in the poem he has not used descriptive language to describe what war was like, and has not shown the real outcome of war. In contrast, ‘Dulce Et Decorum Est’ gives us the complete opposite. It takes away the lie that describes the war as a place of pleasure and vividness. ",comparative
"In this essay I am going to explain the similarities and differences between 'The withered arm' and 'The monkeys paw'. Both of these texts were written before 1914 by two different people.Thomas Hardy wrote 'The withered arm' and W.W. Jacobs wrote 'A monkeys paw'. The withered arm is a short story about a milkmaid who had an affair with a high class farmer. When the farmer gets a new wife, the milkmaid becomes jealous. In a nightmare, the milkmaid who is called Rhoda Brooks sees the new wife she had been obsessing over for the past few days in a horrific apparition gloats over her new husband. In this nightmare Rhoda grabs the apparition and feels her arm as if it were real as she throws the spectre to the floor. The ghost is gone when she looks down. The farmers' new wife, the next day, finds a new mark on her forearm in the shape of a hand in the same place that Rhoda had grabbed the apparition. Rhoda and Gertrude, the farmers' wife soon become good friends as her arm becomes increasingly more serious. Eventually Gertrude persuades Rhoda to get her to take her to a conjurer called conjurer Trendle who is a local magic man. Eventually Rhoda takes her and conjurer Trendle gives her advice but does not give a solution to her trouble. They return home to the village. A year later after Rhoda and her son had left the village Gertrud's arm is becoming steadily worse and she is using all types of potions and magick on it but nothing seems to make it any worse so she goes to 
see conjurer Trendle for one last time. ",comparative
"Facebook and twitter are the two different biggest social networking site. Millions of people from all over the world use this both site daily. This both networking site are used to get connected with friends, family and to track their celebrities. People also used this both networking sites to get updated about what’s going on over the world. To open Facebook and Twitter, peoples have to get sign up with their full name and email address, and they have to create a user name along with password. Mostly younger people sign up on the Facebook, and elderly people sign up on the Twitter. This both networking sites allow people to post status, upload images, upload videos, and writing comments on others post. Facebook needs a lot of time to manage their account because users have to upload their profile picture and cover photo usually to keep their account unique. While, uploading a single picture as a profile picture is sufficient for the Twitter. ",comparative
"Most modern fairytales are expected to have happy endings and be appropriate for children, nonetheless, in past centuries most were gruesome. Consequently, fairytales have been modified throughout time. The stories “Beauty and the Beast” by Jeanne-Marie LePrince de Beaumont and “The Summer and Winter Garden” by Jacob and Wilherm Grimm share similarities and differences. The two stories are distinct because of the peculiar year they have been written in. LePrince de Beaumont’s story is written in London of 1783 and Grimm’s in Germany of 1812. At the time, wealthy people in London, were educated and had nannies who would read to their children; whereas, in Germany, the Grimm brothers created their own interpretation into a short story. Because many high class parents in 18th century London would not be able to spend time with their children, nannies would read “Beauty and the Beast” to them since they were intended for children and considered appropriate. In “The Summer and Winter Garden,” the Grimm’s’ story was mostly based to entertain misbehaved children and teach them the valuable lesson that everyone should be treated with kindness. The Grimm brothers’ goal in rewriting this short story is to better children’s behavior which worked quite well. Since these stories have been re-written for children, it would be safe to say the reason why parents expose the two stories to their children is because they both portray the same moral: good things happen to good people. The two interpretations of “Beauty and the Beast,” although written in separate countries, share important similarities and differences even though the authors have different interpretations and came from different cultures. ",comparative
"Ever heard the phrase “Opposites Attract?” The idea of two completely different personalities adoring each other, is mind-blowing. With Dally being a hoodlum and Johnny being very frail, how could the possibly even like each other? In the novel The Outsiders by S.E. Hinton, two characters, Johnny and Dally come together despite various similarities and differences. Although Johnny and Dally share some homogeneous traits, they also have very vast differences. For example, Dally is a villainous, tenacious, and greaser while Johnny is a perceptive, polite, and craven greaser. Dally does not fear anything and Johnny is petrified of his own shadow. His own gang thinks that Dally is mean, and Johnny is the gang’s pet. Dally spent three years on the wild side of New York and gets harder and tougher there, when Johnny has not even left the neighborhood. The description befitting Dally in the book just makes him seem even scarier. “His eyes were blue, blazing ice, cold with the hatred of the whole world… He was tougher than the rest of us [them] tougher, colder, meaner.” (10). This shows the confident, and indignant look on Dally’s face. On the other hand, the description for Johnny just radiates empathy and sympathy, “If you can picture a little dark puppy that has been kicked too many times and is lost in a crowd of strangers, you’ll have Johnny… he had a nervous, suspicious look in his eyes…”(11). The difference between the two characters is evident in these descriptions, Johnny is like a puppy and Dally could be compared to a tiger. Another example of how Johnny and Dally are different is seen through the fact that Dally loves to fight and has a huge record with the police, while Johnny detests fighting and has no record of police cases.",comparative
"There are many similarities and differences between the movie ""Beowulf and Grendel"", to the poem. Major differences between the movie and the poem would be Grendel himself. In the poem, he is described as an evil monster born from two demons. In the movie, Grendel is actually human, but known as a troll to the warriors and Danes. The poem doesn’t give the background of Grendel or show how the Danes killed his father and the possible reason of his revenge, like in the movie. If the witch, Selma, was not included in the storyline of the movie, the audience would not have known key information that she was used to show from more flashbacks. The witch gives more of an idea about Grendel’s past life that could have been the possibility to reasons for his actions. Some major similarities are the battles. Both epics include the battles between Beowulf and Grendel, as well as Beowulf and Grendel’s mother. The end results are the same, leading to their death, but the journey and process to the two tales are different. ",comparative
"Meiosis and mitosis describes the process by which cells divide, either by asexual or sexual reproduction to produce a new organism. Meiosis is a form of cell division that produces gametes in humans these are egg cells and sperms, each with reduced or halved number of chromosomes. The number of chromosomes is restored when two gametes fuse together to form a zygote. A cell with two copies of each chromosome is called diploid cell and a cell with one copy of each chromosome is called a haploid cell. Meioses produces haploid daughter cells that are genetically different from each other and from the parent cell. However, mitosis is a form of cell division that produces daughter cells identical to the parent during repair or growth. Each cell contains the same genetic code as the parent cell, it is able to do this because it has copied it’s own chromosomes prior to cell division. Meiosis consists of two divisions whilst mitosis is followed in one division; both these processes involve the stages of interphase, prophase, metaphase, anaphase and telophase. ",comparative
"The turmoil of the 1600's and the desire for more fair forms of government combined to set the stage for new ideas about sovereignty. Locke wrote many influential political pieces, such as The Second Treatise of Government, which included the proposal for a legislative branch of government that would be selected by the people. Rousseau supported a direct form of democracy in which the people control the sovereignty. (how would the people control the sovereignty??) Sovereignty is the supremacy or authority of rule. Locke and Rousseau both bring up valid points about how a government should be divided and how sovereignty should be addressed. Rousseau and Locke differ slightly on how the question of sovereignty should be addressed. Rousseau believed that men would essentially destroy themselves due to their ""mode of existence""(more explanation of what is meant by ""mode of existence""?) (Rousseau 39) and therefore must enter into a government that controls them. However, this control is in the form of direct participation in democracy where people have the ability to address their opinions, and thus sovereignty is in the control of the people. Unlike Rousseau, Locke believed firmly in the fact that government should be split up into a legislative branch and a ruling branch, with the legislative branch being appointed as representatives of the people. He contends that people give up the power of their own rule to enter into a more powerful organization that protects life, liberties, property, and fortunes.",comparative
"Lake Harriet is a great place to to swim and relax. In the summer, the water is warm and clean, and the beaches are large enough to accommodate groups of people seeking relief from a midsummer scorcher. In addition to swimming, visitors to the lake can go canoeing, sailing, windsurfing, or fishing. The blue water is a refreshing, tempting sight. The sweet scent of sun block wafts through the air from sunbathers lying on the beach. Children laugh and splash in the water, and nearby volleyball games stir passionate shouts in the heat of competition. Meanwhile lifeguards sit atop their towers and make sure everyone is safe. In the distance, sail boats catch the soft breezes that ripple Lake Harriet's surface, and canoeists glide quietly past. This is what summer is all about!",descriptive
"Last autumn, while on a trip, I decided to walk through a State Forest. This huge forest enriches the countryside not far from town and was a place where indians held hunting rights until recently. Little streams, ancient trees, shaded paths, and hidden places are some of the physical attributes which make the State Forest an enchanting place. I wandered leisurely along the shadowy paths, enjoying the peaceful surroundings. With only the songs of birds for company, I felt completely isolated from the crowds and traffic as I walked over the deep carpet of leaves. It had begun to rain a litt le when I first started my journey. However, small patches of sunshine soon began to filter through the giant oaks, promising that the rest of may day would be pleasant.",descriptive
"I first reached the part of the forest known as Bellringer's Hollow. Colorful wildflowers were blooming in a patchwork of bright yellow, azure blue, deep rose, and dazzling orange. Bellringer's Hollow was a magical place where, it is said, bells coul d be heard from time to time. Because the summer residence of the monks of Waltham once stood there, the local villagers thought that the spirits of monks rang those bells and watched over the forest. I lingered there for a while, listening to the gentl e sound of a stream as it flowed over the corks nearby. I also listened for the bells, but the bells did not ring for me. Maybe it was because I was an outsider! ",descriptive
The capital city of Italy is a very extraordinary place to visit. The population of Rome is well over two-million. The people there are very friendly and are extremely proud of their country. Rome is a beautiful bustling city that has a moderate cli mate. The temperature usually stays around eighty degrees. The main way of transportation is by bus. ,descriptive
"The side walk cafes are very popular in Rome. The cafes were always populated with happy Italians and a few curious tourists. The most preferred cafe was the Cafe S. Petro. this cafe was in perfect walking distance from the Vatican city. The Vatica n city is were the pope lives. The main meals served at the cafes varied from pizza to tortillini. The pizzas were not exactly like Pizza Hut's pizza. They were crispy thin with very few toppings available. Most pizzas came with cheese, pepperoni and a watery tomato sauce. The tortillini had soft, medium-length, hollow noodles with more watery tomato sauce. Another favorite at the cafe was the lasagna which was unbelievably delicious. After having tasted the pizzas and the tortillini, I was not exp ecting the lasagna to be so tasty. The lasagna was packed full of hot meat, zesty cheese, and a tangy tomato sauce. It was not out of the ordinary to see Italians, instead of eating at the cafe, talking with their friends and sipping on hot cappucino. ",descriptive
"The streets in Rome were always swamped with motor scooters, three-wheeled cars, and buses. Although, the main way of transportation are buses, Italians also scooted around on their motor scooters. The scooters were more convenient because the scoote rs could easily slip through traffic jams. The parking was very hazardous for people because some cars would be blocked in by a small car that was parked vertical between two horizontally parked cars. Car accidents were very common in Rome. When two pe ople had a car accident, they would just wave or yell at each other and drive hurriedly away. The police were not notified and there was no question of who would pay for the damages.",descriptive
"This picture, probably the only one in existence of all my friends together, has more meaning than it seems. At first, it appears to be nothing more than a happy congregation of teenagers, all from the ages of fifteen to sixteen. In the background you can see a fence enclosing a sand volleyball court. My friends that are kneeling on the bottom row are Shawn (who is affectionately known as Goose because of his long neck and his last name being Gosselin) and Paul. The ones on the top row are, from left to right, Brad, Matt, Kayla, Charlie, Jenny, Greg, Brent, and Daniel. I am at the far right side. You can tell by the expressions on some of their faces, especially Paul's, that they weren't quite ready for the picture to be taken, for more reasons than one. First, there was someone else taking a picture at the same time. Also, most of them never could have guessed that the picture would have to be taken in the first place. After all, I was supposed to be with them forever, right? Wrong. This was my going-away party. ",descriptive
"I made the decision to come to Baylor early in 1999 while my freshman year was still in session. At first, people thought I was joking about leaving, but when I persisted in telling them, they had no choice but to accept my decision. I had spent most of my life with some of these people, while some I had known for less than a year. I didn't think about that in the beginning. At first I was excited to go, but about the time of this party, the anxiety of leaving hit me like a sledgehammer. The party was August 10th. I left for Baylor ten days later on August 20th. Those ten days were some of the most anxious of my entire life. Was I willing to give up my happy existence to step into an unknown world of doubt? Well, as you may have guessed, since I am writing this paper, I was willing to take that chance. The question of whether it was worth it or not has yet to be answered.",descriptive
"Standing here, in this arena that is one hundred times larger than my home, I feel like a needle in a haystack. So many people surrounding me it’s like I’m one grain of sand in a whole ocean. The people around the arena form a black and yellow checker board. Their clothing meshes together and looks like a throw. Smelling the concession stand makes me feel like a starving child. The aroma of hotdogs and Italian sausage reminds me of a back yard grill. The smell of melted cheese on nachos makes my stomach growl wishing I had some. I can taste the pretzels as a man and child walk by me with one. The warm bread with coarse salt is delicious.",descriptive
"Every year I get this feeling. The knots in my stomach are pulled tighter every time I pass through the narrow rock arch labeled with an aged sign reading, Welcome to the Delta County Fair Grounds. My eyes peer into the distance, and like every year, the park is full of commotion and energy. Kids swinging on the swings, teenagers showing off their new school clothes while sitting on the chipped green tables eating mazzo dogs, and the various types of food stands, complete the atmosphere of the Delta County Fair. The fair is a place where parents enjoy themselves by spending quality time with their families; it's an ending to the summer and a beginning to a new school year. Entering such grounds would usually make a person feel serenity and excitement, but it is a whole different story when I drive under the rock arch entryway. ",descriptive
"It had been an extremely long and tiresome week at the fair, and it was written all over my face that I did not want to be there. Since Monday, a whole weeks worth of pay had gone towards gas, supplies for my pig and clothes to wear for the show. Today was different than any other day of fair; it was busy day of the livestock sale. ",descriptive
"As I opened my car door to make my way to the livestock barn, my nostrils filled with the mixed smells of hamburgers, funnel cakes, cheese fries, trash and manure. I always forget how the fair grounds had that unique smell on hot, windy days. The annoying sounds of hungry sheep and pigs echoed in my ears as I came closer to my destination. When finally reaching the old rustic barn, I began to make my way down the long cement alleyway, hoping that I would escape all of the chaos and end up at pen number thirty-five. This is where I would find my chubby pink pig lazily sleeping. My feet dragged, as the agonizing thought ran in my mind that I was once again going to have to go back into the show ring. Every time I set foot into the open arena something always ends up going wrong, and the huge crowd is always there to witness the event.",descriptive
"Adolescents like to have a place they can call their own. In the fifties, teenagers hung out at the malt shop, sipping cherry cokes and rockin' with Elvis. Today, in small town USA, they're jam skating while listening to the favorite group of the month. I was amazed to find a microcosm of life blooming on a 70 x 160-foot cement slab known as a roller skating rink.",descriptive
"As I entered the building which housed the rink, the warm, nostalgic scent of popcorn hit that part of my brain where dusty, cobwebbed memories live, memories of my own adolescence. I made my way past a group of exuberant teenagers at the snack bar until I reached the skating rink. Skinny, hard benches, made for small butts, lined one wall. I took a seat and scanned the rink. My eyes paused to read a sign; white, block letters on a black background warned, ""Skate at Your Own Risk.""",descriptive
"Two young men swaggered past me: confident, heads held high, eyes focused on their destination. I leaned over, looking down the long row of benches, curious to find out where they were going. Their confidence lagged a bit as they approached a large group of their peers, including several young ladies. All of them exhibited signs of discomfort as the girls crossed their arms over their nubile bodies and the boys tried hard not to stare.",descriptive
"Abruptly, a silent signal sent the entire assembly to the benches. Pairs of dexterous hands laced up skates as quickly as possible, while other hands aided in conversation that only the listener was allowed to hear. I was struck by the intimacy of this scene. They all knew each other well. They had come together in the freedom of this one place to share and explore without the encumbrance of parents, teachers, or any other meddlesome adult. I sat bolt upright, feeling very much like someone who had accidentally stumbled into a room full of naked people.",descriptive
"In my hometown, there is not much to do on any night of the week, so many nights I found myself walking around town with my friends. After walking an hour of so we would often become tired and need a rest. The swing along the Mississippi River was always a great resting spot. The metal swing fits up to four people and has a great view of the Lock and Dam. Although the swing was cold when we first sat down, it would soon warm up and sometimes we would end up staying there for hours just talking. The swing was also beneficial to us in times when we were feeling really stressed. Sitting on the swing gave me rest, relaxation, and peace. This is important to everyone, but many people find it hard to schedule relaxation  time. Between school, work, and other activities I often found it difficult to find time to relax and think. Finding a place that is peaceful can be even more difficult for some people. Not many people would think of a swing on the main road into town as a peaceful place, but I found it to be a great place. Places similar to this swing offer a place for people to get away from the hurrying and busyness they experience throughout the day. The place is calm and peaceful, and it offers beautiful sites to look at and watch. It is also secluded and away from much of the busy life of the town.",descriptive
"As I said before, my swing is located right along the main road into town and just outside the business district yet the swing still has a calmness about it. When I had a rough day at school, I would often go there because I knew I could be alone. The swinging motion of the swing reminds me of when I was a small child. The moving back and forth soothes me now just as it did when my mother would rock me back to sleep after I awoke.",descriptive
"Parks are a healing place. They function as a place for people to think and be alone. They are a great place to enjoy beauty while relaxing. Parks are located in ideal spots, such as in the middle of towns and cities, where people can gain access to them very easily. My swing in the park in Bellevue holds many memories for me. Memories of past conversations and even friends that have moved away. Being alone on my swing also helped me in many difficult situations. The time alone gave me time to think and I think sometimes my family found me easier to deal with, because I was not bringing my stressful life home to them. Sitting on the swing, watching the boats go by, and seeing nature's true beauty cut back much of the stress that was building up inside me. I found the swing to be my healing power.",descriptive
"My friend Josh and I didn't say much as we loaded our luggage into the rental car at Keflavik Airport. We'd just landed in Iceland, and already we were silenced by the landscape. ""It looks even more amazing in person!,"" Josh said as we took it all in. Since we met during at a gathering at an old friends' house, Josh and I had dreamed to traveled extensively through the world together, from the canals of Venice and Amsterdam to the mountains of Austria and Italy, but Iceland was our main place of excitement to visit. The surrounding lava field resembled something you would only see you in your wildest dreams, with huge moss-covered rocks haphazardly compiled on the ground, and funnels of steam rising to meet low-lying gray clouds in the distance. It was a formidable and alien landscape with no trees, no grass and no shrubs. We'd heard that Iceland was nothing like the other landscapes God has provided for us, and now we could see why. With the suspiciously simple verbal directions given by the rental car clerk, ""Just follow the road to Reykjavik."" The clerk wasn't kidding, there was literally one road out of the parking lot with a sign pointing to Reykjavik. Despite the barren landscape of volcanic rock that welcomed us, we were already warming to Iceland.",descriptive
"Iceland has the reputation of being a remote country, but it's actually North America's closest European neighbor, located relatively halfway between the U.K. and the U.S. There are many misconceptions about Iceland, and surely the name of the country doesn't help any. Far from freezing or being covered in ice, Iceland has a relatively medium climate, averaging 60 degrees in the summer and 32 in the winter. We were visiting in April, and the temperature during our stay was around 40 degrees, requiring a winter wear, but far from scarf and gloves-weather.",descriptive
"Jumping on the tourist bandwagon, our first trip was to Iceland's largest tourist attraction, the Blue Lagoon. The directions we received from our hotel's keeper sounded vaguely familiar, ""Follow signs for ‘The Blue Lagoon.'"" We drove through grisly lava fields but were getting closer to the wisps of rising steam we had seen from the airport. Suddenly the Blue Lagoon appeared, providing a visual thrill of electric sky-blue water in dramatic contrast with the surrounding black craggy lava hills. If the moon had lakes, I imagine they would look like the Blue Lagoon.",descriptive
"I think we all have a beautiful place in our mind. I have a wonderful place that made me happy a lot of times, years ago. But sometimes I think that I am the only person who likes this place and I'm asking myself if this place will be as beautiful as I thought when I will go back to visit it again. Perhaps I made it beautiful in my mind.",descriptive
"This place is meaningful to me because it is part of the county I loved, is part of the county where I grew up and is part of my childhood. This place is in the country in an old region named Appalachia, a small piece of the Appalachian Mountains, in a town named Pikeville.",descriptive
